index,Project ID,Contractor ID,Project County,Project City,Project ZIP,Climate Zone,Weather Station,Weather Station-Normalization,Project Completion Date,Customer Type,Size of Home,Volume of Home,Number of Units,Year Home Built,Total Project Cost ($),Contractor Incentive ($),Total Incentives ($),Amount Financed Through Program ($),Estimated Annual Electric Savings (kWh),Estimated Annual Gas Savings (MMBtu),Estimated First Year Energy Bill Savings ($),Baseline Electric (kWh),Baseline Gas (MMBtu),Reporting Electric (kWh),Reporting Gas (MMBtu),Evaluated Annual Electric Savings (kWh),Evaluated Annual Gas Savings (MMBtu),Central Hudson,Consolidated Edison,LIPA,National Grid,National Fuel Gas,NYSEG,Orange and Rockland,Rochester Gas and Electric,Location 1
2916,P00000732362,CY0000001501,Niagara,Niagara Falls,14301,5|A|Cold,998235,725287,02/19/2011,Market,2184.0,17472.0,1.0,1948.0,3272.2,163.61,327.22,0.0,762.0,16.13,351.74,0.0,153.97,0.0,142.34,0.0,11.64,False,False,False,False,True,False,False,False,"Niagara Falls, NY 14301
(43.095575, -79.040037)"
2917,P00000732364,CY0000002531,Erie,Buffalo,14206,5|A|Cold,725280,725280,03/10/2011,Market,2205.0,17640.0,1.0,1900.0,3500.0,175.0,350.0,0.0,0.0,19.93,283.04,0.0,88.17,0.0,90.65,0.0,-2.48,False,False,False,False,True,False,False,False,"Buffalo, NY 14206
(42.880862, -78.811012)"
2918,P00000732371,CY0000001245,Erie,Buffalo,14220,5|A|Cold,725280,725280,03/17/2011,Assisted,2080.0,18720.0,2.0,1920.0,7000.0,350.0,3500.0,0.0,400.0,51.17,791.02,0.0,130.12,0.0,90.59,0.0,39.53,False,False,False,False,True,False,False,False,"Buffalo, NY 14220
(42.843899, -78.819319)"
2919,P00000732389,CY0000000313,Erie,Buffalo,14223,5|A|Cold,725280,725280,05/13/2011,Assisted,1432.0,10594.0,1.0,1953.0,13410.0,500.0,5000.0,8410.0,0.0,52.9,751.15,0.0,63.68,0.0,75.36,0.0,-11.68,False,False,False,False,True,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
2920,P00000732467,CY0000000795,Chemung,Elmira,14905,5|A|Cold,725156,725156,05/17/2011,Market,1050.0,8400.0,1.0,1959.0,6366.0,318.3,636.6,5729.4,602.0,27.07,481.39,3546.68,50.1,3477.11,47.22,69.57,2.88,False,False,False,False,False,True,False,False,"Elmira, NY 14905
(42.08668, -76.840104)"
2921,P00000732536,CY0000001501,Erie,Lancaster,14086,5|A|Cold,725280,725280,03/05/2011,Market,1628.0,13024.0,1.0,1955.0,11940.01,500.0,1194.0,10746.01,914.0,57.82,968.19,0.0,88.41,0.0,101.68,0.0,-13.27,False,False,False,False,True,True,False,False,"Lancaster, NY 14086
(42.905593, -78.647176)"
2922,P00000732575,CY0000000004,Niagara,Niagara Falls,14304,5|A|Cold,725287,725287,04/22/2011,Market,1296.0,10368.0,1.0,1946.0,3323.0,166.15,332.3,0.0,134.0,18.79,288.24,0.0,89.14,0.0,77.23,0.0,11.92,False,False,False,False,True,False,False,False,"Niagara Falls, NY 14304
(43.09392, -78.961364)"
2923,P00000732614,CY0000002985,Suffolk,North Babylon,11703,4|A|Mixed-Humid,744864,744864,08/18/2011,Market,2000.0,16000.0,,,12530.0,500.0,1253.0,0.0,0.0,50.9,1062.22,8447.32,0.0,9769.89,0.0,-1322.58,0.0,False,False,True,False,False,False,False,False,"North Babylon, NY 11703
(40.733915, -73.323802)"
2924,P00000732662,CY0000000313,Erie,Cheektowaga,14227,5|A|Cold,725280,725280,04/27/2011,Assisted,1608.0,12864.0,1.0,1965.0,2985.0,208.95,1492.5,0.0,59.0,13.9,206.81,0.0,123.13,0.0,88.99,0.0,34.15,False,False,False,False,True,False,False,False,"Cheektowaga, NY 14227
(42.880675, -78.744742)"
2925,P00000732677,CY0000002397,Monroe,Pittsford,14534,5|A|Cold,725290,725290,04/01/2011,Market,3704.0,29632.0,1.0,1975.0,5789.0,419.45,578.9,0.0,145.0,20.52,314.77,0.0,227.98,0.0,194.48,0.0,33.5,False,False,False,False,False,False,False,True,"Pittsford, NY 14534
(43.062991, -77.51923)"
2926,P00000732685,CY0000000112,Erie,Orchard Park,14127,5|A|Cold,725280,725280,03/03/2011,Market,4820.0,43380.0,1.0,1984.0,6070.0,303.5,607.0,0.0,400.0,22.91,389.72,0.0,299.88,0.0,332.8,0.0,-32.92,False,False,False,False,True,False,False,False,"Orchard Park, NY 14127
(42.759115, -78.749616)"
2927,P00000732735,CY0000002955,Chautauqua,Lakewood,14750,5|A|Cold,725235,725235,06/17/2011,Market,2424.0,17176.0,1.0,1960.0,3189.18,159.46,318.92,0.0,0.0,25.43,305.2,0.0,121.7,0.0,101.43,0.0,20.28,False,False,False,False,True,False,False,False,"Lakewood, NY 14750
(42.090549, -79.325071)"
2928,P00000732830,CY0000001501,Niagara,Niagara Falls,14301,5|A|Cold,998235,725287,02/26/2011,Assisted,1576.0,12608.0,1.0,1929.0,9550.0,477.5,4775.0,0.0,654.0,39.38,664.45,0.0,77.2,0.0,81.87,0.0,-4.67,False,False,False,False,True,False,False,False,"Niagara Falls, NY 14301
(43.095575, -79.040037)"
2929,P00000732850,CY0000001501,Erie,Buffalo,14224,5|A|Cold,725280,725280,03/25/2011,Assisted,1500.0,12000.0,1.0,1937.0,8000.0,400.0,4000.0,4000.0,654.0,51.36,834.62,0.0,57.79,0.0,51.27,0.0,6.53,False,False,False,False,True,False,False,False,"Buffalo, NY 14224
(42.836052, -78.749996)"
2930,P00000732863,CY0000001501,Erie,North Collins,14111,5|A|Cold,998266,725280,03/22/2011,Market,1232.0,9856.0,1.0,1997.0,6370.0,318.5,637.0,5733.0,654.0,73.11,1143.47,0.0,65.36,0.0,72.2,0.0,-6.84,False,False,False,False,True,False,False,False,"North Collins, NY 14111
(42.585402, -78.9093)"
2931,P00000732985,CY0000001245,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,03/22/2011,Market,1404.0,11232.0,1.0,1950.0,5600.0,280.0,560.0,0.0,78.0,4.98,83.24,0.0,60.83,0.0,71.65,0.0,-10.82,False,False,False,False,True,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
2932,P00000732994,CY0000002916,Ontario,Bloomfield,14469,5|A|Cold,725290,725290,04/07/2011,Assisted,1210.0,9680.0,1.0,1960.0,5995.0,299.75,2997.5,0.0,0.0,26.68,378.9,0.0,118.58,0.0,114.35,0.0,4.23,False,False,False,False,True,False,False,False,"Bloomfield, NY 14469
(42.875691, -77.466164)"
2933,P00000733045,CY0000001501,Erie,Buffalo,14211,5|A|Cold,725280,725280,03/09/2011,Assisted,1692.0,13536.0,2.0,1920.0,16800.0,500.0,8400.0,0.0,1524.0,59.47,1089.88,0.0,16.6,0.0,12.28,0.0,4.32,False,False,False,False,True,False,False,False,"Buffalo, NY 14211
(42.908504, -78.82425)"
2934,P00000733071,CY0000000004,Erie,Tonawanda,14150,5|A|Cold,725287,725287,05/27/2011,Assisted,1008.0,8064.0,1.0,1965.0,4318.0,215.9,2159.0,0.0,114.0,19.55,295.92,0.0,72.6,0.0,45.69,0.0,26.91,False,False,False,False,True,False,False,False,"Tonawanda, NY 14150
(42.999597, -78.867291)"
2935,P00000733100,CY0000000313,Erie,Buffalo,14225,5|A|Cold,725280,725280,03/23/2011,Market,2689.0,21512.0,1.0,1945.0,5800.0,406.0,580.0,0.0,0.0,59.36,842.96,0.0,149.39,0.0,121.24,0.0,28.14,False,False,False,False,True,False,False,False,"Buffalo, NY 14225
(42.928, -78.7594)"
2936,P00000733101,CY0000001501,Erie,Hamburg,14075,5|A|Cold,998266,725280,03/25/2011,Market,1800.0,14400.0,1.0,1956.0,4740.0,237.0,474.0,0.0,654.0,10.87,259.59,0.0,106.07,0.0,88.0,0.0,18.08,False,False,False,False,True,False,False,False,"Hamburg, NY 14075
(42.727748, -78.83641)"
2937,P00000733104,CY0000001501,Erie,Buffalo,14215,5|A|Cold,725280,725280,03/22/2011,Assisted,1980.0,15840.0,1.0,1955.0,9800.0,490.0,4900.0,0.0,1308.0,61.46,1083.41,0.0,100.5,0.0,72.32,0.0,28.17,False,False,False,False,True,False,False,False,"Buffalo, NY 14215
(42.934202, -78.808435)"
2938,P00000733212,CY0000001501,Erie,Buffalo,14228,5|A|Cold,725280,725280,03/22/2011,Market,3072.0,24576.0,2.0,1972.0,8100.0,405.0,810.0,7290.0,654.0,43.84,727.76,0.0,75.84,0.0,51.18,0.0,24.66,False,False,False,False,True,False,False,False,"Buffalo, NY 14228
(43.03041, -78.793874)"
2939,P00000733244,CY0000001245,Erie,Buffalo,14225,5|A|Cold,725280,725280,05/26/2011,Assisted,1222.0,8905.0,1.0,1950.0,4400.0,220.0,2200.0,0.0,12.0,26.89,383.79,0.0,160.28,0.0,159.72,0.0,0.56,False,False,False,False,True,False,False,False,"Buffalo, NY 14225
(42.928, -78.7594)"
2940,P00000733256,CY0000000313,Erie,Buffalo,14221,5|A|Cold,725280,725280,04/05/2011,Market,1960.0,15680.0,1.0,1943.0,6375.0,318.75,637.5,0.0,0.0,23.15,330.97,0.0,112.6,0.0,90.82,0.0,21.78,False,False,False,False,True,False,False,False,"Buffalo, NY 14221
(42.980424, -78.728009)"
2941,P00000733266,CY0000002570,Broome,Binghamton,13901,6|A|Cold,725150,725150,06/02/2011,Market,2238.0,17904.0,1.0,1950.0,13950.0,779.0,1395.0,12555.0,55.0,54.85,787.84,0.0,135.16,0.0,103.73,0.0,31.43,False,False,False,False,False,True,False,False,"Binghamton, NY 13901
(42.1586, -75.884165)"
2942,P00000733342,CY0000002985,Suffolk,Copiague,11726,4|A|Mixed-Humid,744864,744864,10/11/2011,Market,1618.0,12944.0,,,6267.0,313.35,1253.4,0.0,0.0,22.73,474.43,11035.62,0.0,10698.18,0.0,337.44,0.0,False,False,True,False,False,False,False,False,"Copiague, NY 11726
(40.680225, -73.396371)"
2943,P00000733544,CY0000000112,Erie,Buffalo,14220,5|A|Cold,725280,725280,03/18/2011,Market,1512.0,12096.0,1.0,1954.0,6975.0,348.75,697.5,0.0,32.0,23.09,333.02,0.0,122.12,0.0,112.26,0.0,9.87,False,False,False,False,True,False,False,False,"Buffalo, NY 14220
(42.843899, -78.819319)"
2944,P00000733557,CY0000000004,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,05/11/2011,Market,1140.0,9120.0,1.0,1957.0,5384.0,269.2,538.4,0.0,0.0,44.82,636.51,0.0,68.35,0.0,69.53,0.0,-1.18,False,False,False,False,True,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
2945,P00000733761,CY0000001501,Erie,West Seneca,14224,5|A|Cold,725280,725280,03/29/2011,Assisted,2240.0,17920.0,1.0,1967.0,10350.0,500.0,5000.0,0.0,654.0,88.22,1358.04,0.0,141.72,0.0,122.3,0.0,19.43,False,False,False,False,True,False,False,False,"West Seneca, NY 14224
(42.836052, -78.749996)"
2946,P00000733771,CY0000000313,Erie,Grand Island,14072,5|A|Cold,998235,725287,03/26/2011,Market,2048.0,16384.0,1.0,1982.0,3620.0,253.4,362.0,0.0,10.0,33.36,475.37,0.0,117.81,0.0,110.83,0.0,6.98,False,False,False,False,True,False,False,False,"Grand Island, NY 14072
(43.014559, -78.961764)"
2947,P00000733787,CY0000002531,Erie,Depew,14043,5|A|Cold,725280,725280,03/22/2011,Market,1536.0,12288.0,1.0,1954.0,2025.0,101.25,202.5,0.0,0.0,18.71,265.68,0.0,115.47,0.0,121.74,0.0,-6.28,False,False,False,False,True,False,False,False,"Depew, NY 14043
(42.904567, -78.702553)"
2948,P00000733837,CY0000001501,Erie,Buffalo,14206,5|A|Cold,725280,725280,04/12/2011,Assisted,950.0,7600.0,1.0,1959.0,8450.0,422.5,4225.0,0.0,762.0,44.31,751.85,0.0,111.48,0.0,94.85,0.0,16.63,False,False,False,False,True,True,False,False,"Buffalo, NY 14206
(42.880862, -78.811012)"
2949,P00000733866,CY0000002944,Erie,Eden,14057,5|A|Cold,998266,725280,06/04/2011,Assisted,1457.0,11652.0,1.0,1910.0,10618.0,500.0,5000.0,0.0,1674.0,28.7,676.97,0.0,68.8,0.0,62.01,0.0,6.79,False,False,False,False,True,False,False,False,"Eden, NY 14057
(42.649754, -78.878466)"
2950,P00000734103,CY0000001501,Erie,Buffalo,14219,5|A|Cold,725280,725280,03/23/2011,Market,1140.0,9120.0,1.0,1949.0,2800.0,140.0,280.0,0.0,654.0,31.11,547.1,0.0,104.65,0.0,86.96,0.0,17.69,False,False,False,False,True,False,False,False,"Buffalo, NY 14219
(42.788658, -78.825402)"
2951,P00000734159,CY0000000004,Erie,Elma,14059,5|A|Cold,725280,725280,04/22/2011,Market,1480.0,13152.0,1.0,1957.0,2972.0,148.6,297.2,0.0,39.0,18.24,265.27,0.0,155.46,0.0,146.38,0.0,9.08,False,False,False,False,True,False,False,False,"Elma, NY 14059
(42.830944, -78.638752)"
2952,P00000734310,CY0000001501,Erie,East Amherst,14051,5|A|Cold,725280,725280,03/23/2011,Market,2200.0,17600.0,1.0,1977.0,5650.0,282.5,565.0,0.0,654.0,66.74,1052.98,0.0,95.25,0.0,100.19,0.0,-4.94,False,False,False,False,True,False,False,False,"East Amherst, NY 14051
(43.031514, -78.70261)"
2953,P00000734312,CY0000000006,Cayuga,Auburn,13021,5|A|Cold,725190,725190,05/13/2011,Assisted,2128.0,15960.0,1.0,1952.0,5997.0,504.85,2929.5,0.0,860.0,34.3,625.58,0.0,83.14,0.0,86.37,0.0,-3.23,False,False,False,False,False,True,False,False,"Auburn, NY 13021
(42.92408, -76.558936)"
2954,P00000734324,CY0000002955,Chautauqua,Lily Dale,14752,5|A|Cold,744989,725235,04/30/2011,Market,3813.0,30504.0,1.0,1889.0,12482.56,500.0,1248.26,0.0,0.0,98.61,1400.29,0.0,156.68,0.0,124.05,0.0,32.63,False,False,False,False,True,False,False,False,"Lily Dale, NY 14752
(42.350889, -79.325167)"
2955,P00000734436,CY0000000393,Ulster,West Hurley,12491,6|A|Cold,725145,725145,03/30/2011,Assisted,1934.0,15472.0,1.0,1954.0,8352.0,584.64,4176.0,4176.0,2114.0,16.78,754.45,4381.16,0.0,2797.76,0.0,1583.4,0.0,True,False,False,False,False,False,False,False,"West Hurley, NY 12491
(41.977747, -74.124546)"
2956,P00000734440,CY0000001245,Erie,East Amherst,14051,5|A|Cold,725280,725280,05/26/2011,Market,2200.0,17340.0,1.0,1988.0,7070.0,353.5,707.0,0.0,294.0,24.33,392.77,0.0,102.54,0.0,104.47,0.0,-1.92,False,False,False,False,True,False,False,False,"East Amherst, NY 14051
(43.031514, -78.70261)"
2957,P00000734478,CY0000000004,Erie,Buffalo,14226,5|A|Cold,725280,725280,04/14/2011,Market,1212.0,9696.0,1.0,1969.0,4740.0,0.0,474.0,4266.0,58.0,17.85,262.77,0.0,75.06,0.0,62.65,0.0,12.4,False,False,False,False,True,False,False,False,"Buffalo, NY 14226
(42.970111, -78.798863)"
2958,P00000734490,CY0000000313,Erie,East Amherst,14051,5|A|Cold,725280,725280,03/09/2011,Assisted,2870.0,22960.0,1.0,1980.0,10000.0,700.0,5000.0,0.0,112.0,47.86,697.58,0.0,100.91,0.0,97.17,0.0,3.74,False,False,False,False,True,True,False,False,"East Amherst, NY 14051
(43.031514, -78.70261)"
2959,P00000734493,CY0000001501,Erie,Angola,14006,5|A|Cold,998266,725280,03/22/2011,Market,1036.0,8288.0,1.0,1971.0,4875.0,243.75,487.5,4387.5,654.0,20.41,395.18,0.0,66.23,0.0,66.56,0.0,-0.33,False,False,False,False,True,False,False,False,"Angola, NY 14006
(42.633833, -79.038843)"
2960,P00000734506,CY0000001501,Niagara,Lewiston,14092,5|A|Cold,725287,725287,03/29/2011,Market,904.0,7232.0,1.0,1972.0,3121.0,156.05,312.1,0.0,654.0,51.1,830.91,0.0,58.82,0.0,48.81,0.0,10.01,False,False,False,False,True,False,False,False,"Lewiston, NY 14092
(43.169923, -79.017341)"
2961,P00000734524,CY0000001501,Niagara,Lewiston,14092,5|A|Cold,725287,725287,03/30/2011,Market,1680.0,13440.0,1.0,1981.0,9068.5,453.43,906.85,0.0,654.0,13.39,295.38,0.0,117.23,0.0,99.56,0.0,17.67,False,False,False,False,True,False,False,False,"Lewiston, NY 14092
(43.169923, -79.017341)"
2962,P00000734583,CY0000000004,Niagara,Lockport,14094,5|A|Cold,725287,725287,06/08/2011,Market,1040.0,8320.0,1.0,1958.0,1782.0,89.1,178.2,0.0,16.0,4.82,71.0,0.0,69.34,0.0,69.53,0.0,-0.19,False,False,False,False,False,True,False,False,"Lockport, NY 14094
(43.157671, -78.693851)"
2963,P00000734587,CY0000000004,Erie,Buffalo,14228,5|A|Cold,725280,725280,04/12/2011,Market,1712.0,13696.0,1.0,1969.0,3105.0,155.25,310.5,0.0,46.0,16.74,245.15,0.0,90.4,0.0,67.86,0.0,22.54,False,False,False,False,True,False,False,False,"Buffalo, NY 14228
(43.03041, -78.793874)"
2964,P00000734593,CY0000000004,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,05/25/2011,Assisted,1020.0,8160.0,1.0,1948.0,2991.0,209.37,1495.5,0.0,0.0,48.91,694.47,0.0,43.12,0.0,25.07,0.0,18.05,False,False,False,False,True,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
2965,P00000734600,CY0000000404,Erie,Buffalo,14224,5|A|Cold,725280,725280,04/30/2011,Assisted,2800.0,19480.0,1.0,1947.0,4278.44,213.92,2139.22,0.0,448.0,20.82,365.6,0.0,83.48,0.0,68.74,0.0,14.74,False,False,False,False,True,False,False,False,"Buffalo, NY 14224
(42.836052, -78.749996)"
2966,P00000734689,CY0000001501,Erie,Buffalo,14221,5|A|Cold,725280,725280,03/24/2011,Market,2176.0,17408.0,1.0,1970.0,2742.8,137.14,274.28,0.0,654.0,8.19,221.62,0.0,103.12,0.0,112.17,0.0,-9.06,False,False,False,False,True,False,False,False,"Buffalo, NY 14221
(42.980424, -78.728009)"
2967,P00000734784,CY0000000525,Genesee,Batavia,14020,5|A|Cold,725280,725280,03/12/2011,Market,1440.0,11520.0,1.0,1964.0,3865.0,193.25,386.5,0.0,0.0,1.32,18.75,0.0,67.17,0.0,72.83,0.0,-5.66,False,False,False,False,True,False,False,False,"Batavia, NY 14020
(43.000966, -78.209704)"
2968,P00000734858,CY0000000795,Tompkins,Groton,13073,6|A|Cold,725155,725150,06/30/2011,Market,1976.0,15808.0,1.0,1995.0,24623.0,500.0,2462.3,12850.0,1000.0,38.46,1399.54,11762.09,0.0,11025.16,0.0,736.94,0.0,False,False,False,False,False,True,False,False,"Groton, NY 13073
(42.585784, -76.387698)"
2969,P00000734895,CY0000000004,Erie,Cheektowaga,14225,5|A|Cold,725280,725280,05/11/2011,Assisted,2268.0,18144.0,1.0,1925.0,3177.0,158.85,1588.5,1588.5,0.0,25.26,358.64,0.0,87.42,0.0,69.79,0.0,17.64,False,False,False,False,True,False,False,False,"Cheektowaga, NY 14225
(42.928, -78.7594)"
2970,P00000734908,CY0000002985,Suffolk,West Babylon,11704,4|A|Mixed-Humid,744864,744864,05/18/2011,Market,2592.0,20736.0,,,6737.0,336.85,673.7,0.0,0.0,31.55,658.39,35021.89,0.0,6881.19,0.0,28140.71,0.0,False,False,True,False,False,False,False,False,"West Babylon, NY 11704
(40.718568, -73.35823)"
2971,P00000734918,CY0000001501,Erie,Derby,14047,5|A|Cold,998266,725280,03/22/2011,Market,1500.0,12000.0,1.0,1978.0,2900.0,145.0,290.0,0.0,654.0,21.76,414.3,0.0,86.18,0.0,82.0,0.0,4.18,False,False,False,False,True,False,False,False,"Derby, NY 14047
(42.690932, -78.990213)"
2972,P00000734986,CY0000001501,Erie,Tonawanda,14150,5|A|Cold,725287,725287,03/24/2011,Market,2256.0,18048.0,1.0,1955.0,8153.0,407.65,815.3,0.0,981.0,56.62,961.96,0.0,60.96,0.0,52.63,0.0,8.33,False,False,False,False,True,False,False,False,"Tonawanda, NY 14150
(42.999597, -78.867291)"
2973,P00000735157,CY0000001501,Erie,Buffalo,14221,5|A|Cold,725280,725280,03/26/2011,Market,2184.0,17472.0,1.0,1968.0,3540.0,177.0,354.0,0.0,654.0,20.87,401.6,0.0,155.22,0.0,129.95,0.0,25.27,False,False,False,False,True,False,False,False,"Buffalo, NY 14221
(42.980424, -78.728009)"
2974,P00000735217,CY0000000305,Erie,Grand Island,14072,5|A|Cold,998235,725287,06/03/2011,Assisted,1764.0,14112.0,1.0,1958.0,6215.0,310.75,3107.5,0.0,522.0,30.47,516.75,0.0,100.15,0.0,101.2,0.0,-1.04,False,False,False,False,True,False,False,False,"Grand Island, NY 14072
(43.014559, -78.961764)"
2975,P00000735360,CY0000000313,Erie,Buffalo,14225,5|A|Cold,725280,725280,04/22/2011,Assisted,2016.0,16128.0,2.0,1950.0,10000.0,700.0,5000.0,5000.0,100.0,86.32,1241.8,0.0,75.82,0.0,60.58,0.0,15.25,False,False,False,False,True,False,False,False,"Buffalo, NY 14225
(42.928, -78.7594)"
2976,P00000735363,CY0000000313,Erie,Buffalo,14223,5|A|Cold,725280,725280,06/01/2011,Market,1152.0,9216.0,1.0,1950.0,3370.0,168.5,337.0,0.0,400.0,20.16,350.73,0.0,125.64,0.0,102.65,0.0,22.99,False,False,False,False,True,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
2977,P00000735373,CY0000000313,Erie,Buffalo,14223,5|A|Cold,725280,725280,04/27/2011,Market,2496.0,19968.0,1.0,1950.0,2396.0,119.8,239.6,0.0,0.0,17.56,249.41,0.0,124.74,0.0,135.86,0.0,-11.12,False,False,False,False,True,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
2978,P00000735390,CY0000000004,Erie,East Amherst,14051,5|A|Cold,725280,725280,05/24/2011,Market,1520.0,15840.0,1.0,1984.0,2796.0,139.8,279.6,0.0,20.0,18.37,264.04,0.0,91.47,0.0,85.07,0.0,6.4,False,False,False,False,True,False,False,False,"East Amherst, NY 14051
(43.031514, -78.70261)"
2979,P00000735467,CY0000002373,Dutchess,Hyde Park,12538,5|A|Cold,725036,725036,04/12/2011,Market,2574.0,20592.0,1.0,1989.0,18920.0,500.0,1892.0,0.0,6159.0,0.0,991.57,20596.58,0.0,15756.22,0.0,4840.37,0.0,True,False,False,False,False,False,False,False,"Hyde Park, NY 12538
(41.78865, -73.899329)"
2980,P00000735475,CY0000000004,Erie,Eden,14057,5|A|Cold,998266,725280,05/28/2011,Market,1560.0,12480.0,1.0,1992.0,2142.0,107.1,214.2,0.0,35.0,10.22,150.71,0.0,82.97,0.0,85.8,0.0,-2.83,False,False,False,False,True,False,False,False,"Eden, NY 14057
(42.649754, -78.878466)"
2981,P00000735481,CY0000000004,Erie,East Amherst,14051,5|A|Cold,725280,725280,05/24/2011,Market,2620.0,20960.0,1.0,1978.0,3097.0,154.85,309.7,0.0,43.0,25.31,366.51,0.0,105.48,0.0,102.39,0.0,3.09,False,False,False,False,True,False,False,False,"East Amherst, NY 14051
(43.031514, -78.70261)"
2982,P00000735561,CY0000000313,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,05/28/2011,Assisted,1632.0,13056.0,1.0,1910.0,11785.0,735.7,5000.0,6785.0,100.0,49.2,714.67,0.0,105.33,0.0,109.96,0.0,-4.63,False,False,False,False,True,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
2983,P00000735566,CY0000001501,Erie,Lake View,14085,5|A|Cold,998266,725280,04/01/2011,Market,1680.0,13440.0,1.0,1950.0,6225.0,311.25,622.5,5602.5,720.0,26.55,492.92,0.0,51.9,0.0,48.8,0.0,3.1,False,False,False,False,True,False,False,False,"Lake View, NY 14085
(42.716972, -78.930721)"
2984,P00000735579,CY0000002373,Ulster,Saugerties,12477,6|A|Cold,725145,725145,04/22/2011,Market,1584.0,12672.0,1.0,1950.0,2900.0,145.0,290.0,0.0,0.0,9.46,134.34,0.0,58.74,0.0,32.39,0.0,26.35,True,False,False,False,False,False,False,False,"Saugerties, NY 12477
(42.081318, -73.990029)"
2985,P00000735592,CY0000000112,Erie,Hamburg,14075,5|A|Cold,998266,725280,04/19/2011,Market,1380.0,10482.0,1.0,1955.0,5400.0,270.0,540.0,0.0,0.0,23.1,328.0,0.0,95.39,0.0,91.53,0.0,3.86,False,False,False,False,True,False,False,False,"Hamburg, NY 14075
(42.727748, -78.83641)"
2986,P00000735643,CY0000000305,Erie,Tonawanda,14150,5|A|Cold,725287,725287,04/20/2011,Assisted,1258.0,10064.0,1.0,1957.0,8994.0,579.7,4397.5,4596.5,1281.0,41.17,790.81,0.0,83.62,0.0,61.74,0.0,21.88,False,False,False,False,True,False,False,False,"Tonawanda, NY 14150
(42.999597, -78.867291)"
2987,P00000735762,CY0000000795,Seneca,Seneca Falls,13148,5|A|Cold,725194,725190,04/28/2011,Market,2134.0,17072.0,1.0,1900.0,10025.0,500.0,1002.5,9022.5,0.0,83.35,1183.56,0.0,85.53,0.0,50.65,0.0,34.88,False,False,False,False,False,True,False,False,"Seneca Falls, NY 13148
(42.913822, -76.783976)"
2988,P00000735844,CY0000002985,Suffolk,West Babylon,11704,4|A|Mixed-Humid,744864,744864,08/23/2011,Market,2380.0,19040.0,,,3720.0,186.0,372.0,0.0,0.0,16.86,351.87,26364.54,0.0,7369.39,0.0,18995.16,0.0,False,False,True,False,False,False,False,False,"West Babylon, NY 11704
(40.718568, -73.35823)"
2989,P00000735862,CY0000001501,Erie,Lancaster,14086,5|A|Cold,725280,725280,07/07/2011,Market,1848.0,14784.0,1.0,1958.0,5480.0,274.0,548.0,4932.0,720.0,13.39,306.08,0.0,156.23,0.0,86.07,0.0,70.16,False,False,False,False,True,True,False,False,"Lancaster, NY 14086
(42.905593, -78.647176)"
2990,P00000735882,CY0000000004,Erie,Buffalo,14221,5|A|Cold,725280,725280,08/02/2011,Market,1760.0,14976.0,1.0,1942.0,5000.0,250.0,500.0,0.0,64.0,19.59,288.42,0.0,92.63,0.0,93.08,0.0,-0.45,False,False,False,False,True,True,False,False,"Buffalo, NY 14221
(42.980424, -78.728009)"
2991,P00000735888,CY0000000066,Erie,Buffalo,14207,5|A|Cold,725280,725280,04/28/2011,Assisted,1764.0,14112.0,1.0,1805.0,1785.0,89.25,892.5,0.0,0.0,6.79,96.48,0.0,104.65,0.0,128.84,0.0,-24.19,False,False,False,False,True,False,False,False,"Buffalo, NY 14207
(42.948761, -78.898159)"
2992,P00000735945,CY0000001981,Albany,Albany,12206,5|A|Cold,725180,725180,02/28/2012,Market,3192.0,25536.0,1.0,1937.0,5650.0,282.5,1130.0,4520.0,0.0,22.46,483.25,8910.06,37.01,9428.38,38.63,-518.32,-1.62,False,False,False,True,False,False,False,False,"Albany, NY 12206
(42.67271, -73.781991)"
2993,P00000736037,CY0000000313,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,04/22/2011,Market,1580.0,12640.0,1.0,1969.0,5710.0,285.5,571.0,0.0,234.0,38.94,590.77,0.0,71.97,0.0,91.47,0.0,-19.5,False,False,False,False,True,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
2994,P00000736041,CY0000001501,Erie,Alden,14004,5|A|Cold,725280,725280,04/01/2011,Market,1500.0,12000.0,1.0,1975.0,12518.0,500.0,1251.8,11266.2,720.0,44.49,747.59,0.0,109.42,0.0,88.07,0.0,21.35,False,False,False,False,True,False,False,False,"Alden, NY 14004
(42.893967, -78.513641)"
2995,P00000736059,CY0000001501,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,03/30/2011,Assisted,2230.0,17840.0,2.0,1950.0,6700.0,335.0,3350.0,0.0,720.0,50.22,828.94,0.0,62.49,0.0,42.18,0.0,20.31,False,False,False,False,True,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
